text,date
winter turkey cities affected earthquake recently experienced snowfall survived homeless facing cold please offer prayers donate possible,2023-02-06 19:44:34+00:00
turkiye earthquakeover building destroyed,2023-02-06 19:44:34+00:00
thank japan,2023-02-06 19:44:34+00:00
occurred km e min ago local time info,2023-02-06 19:45:01+00:00
devastating situation already damaged area people done much syria war figuring best source asap morning latte make difference,2023-02-06 19:45:08+00:00
kiserian acre kshs mthis land well located oloirien along kiserianisinya road amenities within reachable radius connected electricity water right sitemaking ideal residential purposesfarming resorts etc,2023-02-06 19:45:12+00:00
god bless country get well soon get wish gods mercy dead healing wounded pray beautiful country,2023-02-06 19:45:21+00:00
touching scene syrian father teaches child stuck rubble become martyrs light inability help,2023-02-06 19:45:23+00:00
heartbreaking visuals coming massive jolt stand brothers sisters tough time ya allah ham sab par reham farma ameen,2023-02-06 19:45:24+00:00
pray turkey neigboring countries affected earthquake,2023-02-06 19:45:26+00:00
thoughts prayers victims,2023-02-06 19:45:31+00:00
thought prayers people turkey syria lebanon affected devastating earthquakes,2023-02-06 19:45:32+00:00
owner tells seven people died collapsed hotel osmaniye thinks might seven still rubble rescuers desperately hoping find alive,2023-02-06 19:45:39+00:00
thank support country rushed aid earthquake support sending condolence messages aid boxes also sending search rescue teams doctors nurses,2023-02-06 19:45:42+00:00
cannot learn humanity either carry burry mayamary turkey one countries world helps others need immediately without asking anything return forget humanity gave think judge,2023-02-06 19:45:44+00:00
may allah protect brothers sisters pray turkey syria lebanon,2023-02-06 19:45:45+00:00
hatay,2023-02-06 19:45:55+00:00
wherever death find even towers built strong high quran may allah swt mercy us aameen,2023-02-06 19:46:00+00:00
help earthquake victims happened today,2023-02-06 19:46:05+00:00
prayers turkey,2023-02-06 19:46:07+00:00
past months people turkey amp syria especially kurdish women syria supported revolution amp showed hearts people iran tell hearts tough situation,2023-02-06 19:46:09+00:00
american haarp technology generate earthquakes floods tsunami rain storme anywhere amp time world secret powerful dangerous weapon,2023-02-06 19:46:13+00:00
prayers may allah help protect affected mercy everyone,2023-02-06 19:46:16+00:00
please send prayers people live turkey one darkest day nation want donate people help please use links,2023-02-06 19:46:19+00:00
hello hello earthquake turkey unfortunately blood bad calling rubble program making fun accounts accounts caught security officers,2023-02-06 19:46:20+00:00
another earthquake expected gmt time magnitude richter south central turkey jordan syria,2023-02-06 19:46:22+00:00
join pray devastating quake work partners asses response,2023-02-06 19:46:25+00:00
pictures videos numberseverything coming southern trkiye northwest syria heartbreaking praying families friends colleagues,2023-02-06 19:46:26+00:00
yesterday night big earthquake south east turkey around border syria lot houses destroyed people need help europe please follow link donate,2023-02-06 19:46:30+00:00
international call helpturkey declared fourth level alert statefor around world reading messageour people need help rubble earthquake,2023-02-06 19:46:30+00:00
praying affected continued devastating check video,2023-02-06 19:46:34+00:00
thoughts brothers sisters devastated im sure president biden underway getting ready package coordinated femafederal agencies public companies funded citizens like red cross etc prayers offered heavenly father,2023-02-06 19:46:37+00:00
know like love people far east side whenever something bad happens us really nice welcoming,2023-02-06 19:46:53+00:00
need video editor expert waiting click link contact,2023-02-06 19:46:55+00:00
new jersey club music,2023-02-06 19:46:57+00:00
turkeys earthquake map unfortunately huge fault line broke kahramanmara amp malatya today causing strong amp frequent earthquakes previously earthquake occurred region,2023-02-06 19:47:24+00:00
hatay,2023-02-06 19:47:25+00:00
years old gazintap castle destroyed earthquake vs,2023-02-06 19:47:27+00:00
voice citizens rubble affected area rising help usthis horrible terrifying earthquake ever seemay allah protect like earthquake happened october pakistan,2023-02-06 19:47:32+00:00
pray true,2023-02-06 19:47:36+00:00
india sends help turkiye,2023-02-06 19:47:48+00:00
white house deploying additional teams support turkeys rescue efforts address needs affected earthquakes,2023-02-06 19:47:49+00:00
sympathetic powerless father advising son recite kalma tayyaba stucked heavy debris,2023-02-06 19:47:51+00:00
gaziantep ofm,2023-02-06 19:47:54+00:00
repeat give penny un absolutely useless organization,2023-02-06 19:48:01+00:00
hundreds people die turkey support let everyone hear voice needs help,2023-02-06 19:48:01+00:00
hatay,2023-02-06 19:48:08+00:00
turkey needs help cities experienced eartquake especially hatay kahramanmara still waiting help,2023-02-06 19:48:10+00:00
praying turkeye syriya,2023-02-06 19:48:20+00:00
oh god found prayers everyone lebanon turkiye syria inna lillah w inna ilayh rajioon passed away,2023-02-06 19:48:26+00:00
watching special programme earthquake tv crying seeing words cannot express horrible able help breaks heart pray share amp donate,2023-02-06 19:48:29+00:00
us president joe biden turkish president recep tayyip erdogan speak soon following powerful earthquakes white house,2023-02-06 19:48:34+00:00
link donation,2023-02-06 19:48:47+00:00
thoughts amp prayers families lost loved ones devastating earthquake turkey amp syria earlier todaygod bless souls perishedto west turkish amp middle eastern communities grieve,2023-02-06 19:48:53+00:00
white house spokeswoman president biden requested immediate response help contain effects earthquake turkey,2023-02-06 19:48:55+00:00
thesis process went back forth road many times final state gaziantep adana road earthquake,2023-02-06 19:48:59+00:00
deepest sympathies people turkey syria horrific tragedy loss life destruction earthquake god give enough strength people bring life back track,2023-02-06 19:49:08+00:00
sometimes words enough prayers go victims injured still remain trapped ruins families,2023-02-06 19:49:19+00:00
death toll,2023-02-06 19:49:20+00:00
germany want help donate little something two options,2023-02-06 19:49:20+00:00
deepest condolences suffering aftermath sending thoughts fortitude rescue workers caregivers communities work critical next hours days,2023-02-06 19:49:21+00:00
absolutely devastating,2023-02-06 19:49:33+00:00
destruction syria amp number victims close catastrophe turkey read statements assistance syria peoples punished policy governmentthis politics without morals amp conscience,2023-02-06 19:49:35+00:00
thoughts people turkey following devastating earthquake stand solidarity offer heartfelt condolences,2023-02-06 19:49:38+00:00
pray pure horror,2023-02-06 19:49:40+00:00
earthquake happened middle east destroying apartment turkey forget god ever okey believe great beyond god,2023-02-06 19:49:43+00:00
spent weeks turkey aug first time amazing country amazing people reports lives lost horrific event may rest peace hope god missing found safe well,2023-02-06 19:49:48+00:00
governments around world quick respond calls aid devastating eu countries sent search rescue teams us said ready provide needed assistance turkey,2023-02-06 19:49:50+00:00
strikes km e min ago info,2023-02-06 19:49:54+00:00
prayers thoughts victims devastating earthquake,2023-02-06 19:49:55+00:00
hatay,2023-02-06 19:49:57+00:00
eyy hewarrr,2023-02-06 19:49:59+00:00
prayers lost loved ones deep condolences families lost lives devastating earthquakemay allah give sabr amp bless dears,2023-02-06 19:50:00+00:00
donate may allah help protect affected mercy everyone,2023-02-06 19:50:08+00:00
level destruction caused earthquake turkey makes look like war zone utterly heartbreaking pray turkey especially people trapped rubble,2023-02-06 19:50:10+00:00
heartbreaking photo day,2023-02-06 19:50:24+00:00
maybe people died n minutes earthquakes curious see world going help saw ukraine movement clear media power may god protect us give us power good bad,2023-02-06 19:50:29+00:00
european union mobilized search rescue teams turkeys request activate unions civil protection mechanism,2023-02-06 19:50:34+00:00
know literally took breath away poor people,2023-02-06 19:50:36+00:00
total tragedy timeline feel world asleep,2023-02-06 19:50:37+00:00
occurred km nw min ago local time info,2023-02-06 19:50:43+00:00
beter ol,2023-02-06 19:50:43+00:00
must watch,2023-02-06 19:50:50+00:00
heartbreaking photo day,2023-02-06 19:51:17+00:00
breaking news turkish vice president announced number victims turkish earthquake struck country risen injured,2023-02-06 19:51:27+00:00
desperate hunt survivors extending helping hands reliable channels best expression amp good,2023-02-06 19:51:42+00:00
prof dr naci grr warned live broadcast look carefully kahramanmara region earthquakeprone place harmreducing measures must taken,2023-02-06 19:51:50+00:00
strikes km sw min ago info,2023-02-06 19:51:51+00:00
stand families lost lives thoughts prayers,2023-02-06 19:51:52+00:00
turkiye earthquick,2023-02-06 19:51:57+00:00
photo child born rescuing mother rubble town may god bless pretty little kid,2023-02-06 19:52:04+00:00
charities supporting relief effort,2023-02-06 19:52:05+00:00
pakistan immediately dispatch rescue teams rescue efforts turkey doctors well thats least could,2023-02-06 19:52:12+00:00
heart heavy places affected massive today may allah mercy dead comfort living ameen,2023-02-06 19:52:14+00:00
,2023-02-06 19:52:21+00:00
funds received almost billion also spent lavish military eatblishments lifestyle rather millions people could saved pure evil pakmilitary removed face earth,2023-02-06 19:52:29+00:00
bit evening appeal,2023-02-06 19:52:31+00:00
sadness peace mercy lost bilal khaled,2023-02-06 19:52:36+00:00
people amp ladies inside mosque earthquake feltsee chandeliers shaking,2023-02-06 19:52:36+00:00
close friends cities answer phones one got married please pray turkeye,2023-02-06 19:52:37+00:00
kiserian acres kshs per acrethe land located developed area oloirien along kiserianisinya road well dotted school brookhust international schooldawamu school resorts oletepes entarakuet,2023-02-06 19:52:39+00:00
amin,2023-02-06 19:52:42+00:00
pray turkey pray syria,2023-02-06 19:52:43+00:00
occurred km se min ago local time info,2023-02-06 19:52:51+00:00
heart breaking scenes turkey amp syriamay god give strength everyone tough times,2023-02-06 19:52:51+00:00
hey look last news turkey,2023-02-06 19:53:00+00:00
moment collapse building diyarbakirs kayapnar district amp panic occurred reflected cameramay allah passed away jannah ameen,2023-02-06 19:53:06+00:00
gaziantep,2023-02-06 19:53:13+00:00
hatay,2023-02-06 19:53:14+00:00
turkey didnt send relief gujrat earthquake aftermath private message wannabe vishwaguru cm,2023-02-06 19:53:22+00:00
